Date,MinTemp,MaxTemp,Humidity,Cloud,Temp,RainToday,RainTomorrow
6/21/2009,11.7,19.1,93,7,14.1,Yes,Yes
6/22/2009,14.1,21,96,7,15.1,Yes,No
6/23/2009,10.1,19.6,91,1,11.2,No,No
6/24/2009,9.1,18.9,86,7,10.7,No,No
6/25/2009,8.7,16.9,69,6,11.9,No,No
6/26/2009,8.7,18.6,76,3,10.7,No,No
6/27/2009,9.4,15.8,84,7,10.4,No,No
6/28/2009,10.4,18.7,86,4,12.4,No,Yes
6/29/2009,9.6,20.7,67,1,12.3,Yes,No
6/30/2009,12.3,19.9,66,7,15.6,No,No
7/1/2009,15.7,21.2,61,1,16.5,No,No
7/2/2009,11,18.9,55,1,13,No,No
7/3/2009,11.1,16.2,50,1,12.3,No,No
7/4/2009,8.5,17.1,59,1,10.1,No,No
7/5/2009,10.1,18.1,54,2,11.8,No,No
7/6/2009,6.2,15.7,74,6,7.5,No,No
7/7/2009,7.5,15.1,81,6,9,No,Yes
7/8/2009,8.6,16.8,96,7,10.5,Yes,Yes
7/9/2009,9.1,17.6,96,7,10.3,Yes,Yes
7/10/2009,9.5,18.6,97,5,10.8,Yes,No
7/11/2009,9.1,16.4,94,7,10.3,No,No
7/12/2009,10.3,16.8,80,7,11.8,No,No
7/13/2009,11.6,17.4,67,6,14.5,No,No
7/14/2009,10.2,17.2,68,1,12.1,No,No
7/15/2009,6.7,17.3,79,3,8.9,No,No
7/16/2009,8.1,16.5,78,6,9.2,No,Yes
7/17/2009,9.2,15.8,80,3,10.7,Yes,No
7/18/2009,8,18.6,84,1,9,No,No
7/19/2009,8,19.9,66,2,10.2,No,No
7/20/2009,8.2,21.3,72,0,10.3,No,No
7/21/2009,8.8,23.4,68,0,11.2,No,No
7/22/2009,11.2,24.7,54,2,19.7,No,Yes
7/23/2009,11.4,18.3,62,1,13.6,Yes,No
7/24/2009,8.4,17.5,62,1,9.9,No,No
7/25/2009,7.6,18.6,81,0,8.9,No,No
7/26/2009,8.9,15.3,83,7,9.9,No,Yes
7/27/2009,8.3,18.9,72,1,10.5,Yes,No
7/28/2009,8.1,18.7,63,1,11.2,No,No
7/29/2009,9.5,19.5,61,1,11.3,No,No
7/30/2009,8.5,18.9,65,1,10.7,No,No
7/31/2009,9.2,19.7,66,5,12.8,No,No
8/1/2009,9.2,19.2,60,0,11.5,No,No
8/2/2009,7.9,19.2,63,1,10.2,No,No
8/3/2009,8.3,20.5,58,3,13.4,No,No
8/4/2009,10,19.8,70,7,11.7,No,No
8/5/2009,7.6,19.3,69,4,10.5,No,No
8/6/2009,8,19.5,73,7,11.2,No,No
8/7/2009,11,23.5,47,3,15.4,No,No
8/8/2009,7.8,16.8,46,2,9.8,No,No
8/9/2009,5.9,16.8,70,3,8.5,No,No
8/10/2009,6.8,16.3,77,7,9.1,No,No
8/11/2009,9.1,16.8,81,7,11.7,No,Yes
8/12/2009,8.9,19.8,77,4,11.9,Yes,No
8/13/2009,9,21,63,0,12.8,No,No
8/14/2009,10.8,21,61,3,14,No,No
8/15/2009,8.7,22.1,77,0,11.1,No,No
8/16/2009,9.4,25.7,66,1,13,No,No
8/17/2009,13,22.9,37,0,18.5,No,No
8/18/2009,9,18.9,48,1,12.1,No,No
8/19/2009,7.8,17.9,70,0,10.8,No,No
8/20/2009,9.9,21.1,74,7,12.2,No,No
8/21/2009,11.1,25,47,2,18.4,No,No
8/22/2009,14.5,20.8,51,7,15.3,No,No
8/23/2009,13.3,25.1,64,1,17,No,No
8/24/2009,17,23.9,47,2,23.3,No,Yes
8/25/2009,15.6,20.2,29,1,15.8,Yes,No
8/26/2009,12,21.6,32,0,15.1,No,No
8/27/2009,11.3,20.9,44,0,16,No,No
8/28/2009,10.6,24.8,44,0,17.2,No,No
8/29/2009,14.8,25.7,51,8,16.6,No,No
8/30/2009,13.7,19.5,34,1,13.9,No,No
8/31/2009,9.2,21.5,40,1,14.7,No,No
9/1/2009,11.1,22,49,1,16.1,No,No
9/2/2009,9.7,18.7,60,0,14.4,No,No
9/3/2009,12,21.1,80,3,15.2,No,Yes
9/4/2009,14.7,25.3,81,7,16,Yes,No
9/5/2009,14.7,21.2,36,2,18.2,No,No
9/6/2009,10.4,18.2,53,3,14.4,No,No
9/7/2009,13.5,19.9,74,7,14.6,No,Yes
9/8/2009,11.6,21.1,56,1,16.2,Yes,No
9/9/2009,10.3,20.8,47,1,15.7,No,No
9/10/2009,10,22.2,45,1,16,No,No
9/11/2009,9.5,22.4,50,0,15.2,No,No
9/12/2009,11,28.5,49,0,17.3,No,No
9/13/2009,17.3,32.2,24,0,25.2,No,No
9/14/2009,18.1,19.7,70,5,18.5,No,No
9/15/2009,15.4,20.4,77,7,16.9,No,No
9/16/2009,15.6,22.2,80,8,17.4,No,No
9/17/2009,14.7,32.1,68,2,22.2,No,No
9/18/2009,19,23.5,43,3,22.7,No,No
9/19/2009,13.1,20.8,63,1,18.3,No,No
9/20/2009,13.8,24.7,49,4,20.7,No,No
9/21/2009,15.7,25.8,69,3,18.8,No,No
9/22/2009,17.1,31.7,45,0,25.8,No,Yes
9/23/2009,17,21.8,40,9,17.3,Yes,No
9/24/2009,15.1,25,36,1,18.8,No,No
9/25/2009,13.5,25.4,36,0,21,No,No
9/26/2009,17.1,19.6,24,1,17.7,No,No
9/27/2009,10.1,17.2,30,1,13.9,No,No
9/28/2009,11,21.4,39,1,15.2,No,No
9/29/2009,11.4,21,42,1,17,No,No
9/30/2009,10.9,25.6,57,2,18.4,No,No
10/1/2009,14.9,33.1,21,3,25.6,No,No
10/2/2009,16.5,20.7,72,7,18.3,No,Yes
10/3/2009,13.6,15.2,91,8,13.8,Yes,Yes
10/4/2009,12.9,17,88,8,13.5,Yes,Yes
10/5/2009,13.1,20.2,91,7,14.2,Yes,Yes
10/6/2009,11.5,19.6,77,6,13.5,Yes,Yes
10/7/2009,10.6,19.3,51,1,14.1,Yes,Yes
10/8/2009,10.5,17.5,49,6,13.8,Yes,No
10/9/2009,9.6,17.1,65,5,13.5,No,Yes
10/10/2009,8.9,18.6,84,4,12,Yes,Yes
10/11/2009,11.8,19.3,91,7,13.1,Yes,No
10/12/2009,11.3,22.6,61,2,17.8,No,No
10/13/2009,17,24.5,38,1,20.1,No,No
10/14/2009,15.2,22.1,36,1,19.7,No,No
10/15/2009,13.8,23,46,6,18.8,No,No
10/16/2009,11.8,21.2,42,1,15.1,No,No
10/17/2009,11.6,21.2,53,1,16.8,No,Yes
10/18/2009,13.8,18.8,80,6,15.5,Yes,No
10/19/2009,12.4,20.8,71,1,16.6,No,No
10/20/2009,14.3,23,71,0,19,No,No
10/21/2009,15.6,34.6,44,1,21.1,No,No
10/22/2009,17.9,21.3,67,8,18.5,No,No
10/23/2009,17.5,22.9,66,3,21.3,No,No
10/24/2009,16.8,22.1,63,4,19.7,No,No
10/25/2009,17.9,20.9,72,7,20.3,No,Yes
10/26/2009,14.4,17,91,8,14.7,Yes,Yes
10/27/2009,14.7,18.8,58,8,17,Yes,No
10/30/2009,17.3,23.4,78,5,20.5,No,No
10/31/2009,18.7,22.8,80,6,20,No,No
11/1/2009,16.9,24.2,62,1,21.7,No,No
11/2/2009,18.8,26,82,8,20.6,No,No
11/3/2009,18.9,36.9,73,6,24,No,No
11/4/2009,19.4,19.9,71,8,19.7,No,No
11/5/2009,16.9,19.8,75,7,19.4,No,Yes
11/6/2009,16.7,21.3,66,7,19.2,Yes,Yes
11/7/2009,17.2,22.9,69,6,20.9,Yes,No
11/8/2009,19.1,21.9,75,8,20.4,No,No
11/9/2009,19.1,23.2,77,6,20.9,No,No
11/10/2009,15.9,23.9,61,1,21.6,No,No
11/11/2009,15.4,23.9,74,1,21,No,No
11/12/2009,16.6,26.7,70,0,22,No,Yes
11/13/2009,19.5,23,66,6,21.7,Yes,No
11/14/2009,15,24.3,66,2,20.1,No,No
11/15/2009,18.5,25.1,74,4,22.2,No,No
11/16/2009,18.7,27.6,72,5,22.6,No,Yes
11/17/2009,19.4,23.6,61,7,21.1,Yes,No
11/18/2009,17.8,23.8,72,7,19.8,No,No
11/19/2009,18.4,26.5,70,3,23.6,No,No
11/20/2009,21,33.2,71,0,26.2,No,No
11/21/2009,22,31.5,56,7,25.4,No,No
11/22/2009,21.2,40.4,75,6,24,No,No
11/23/2009,19.9,22.8,62,7,21.4,No,No
11/24/2009,18.1,21.5,84,8,18.7,No,No
11/25/2009,18.3,25,82,2,21.3,No,No
11/26/2009,21.3,26.6,80,7,22.3,No,No
11/27/2009,21.3,33.2,50,1,26.1,No,No
11/28/2009,21.1,29.3,63,0,26,No,No
11/29/2009,19.5,30.5,28,0,25.3,No,No
11/30/2009,18.1,23.1,55,4,21.2,No,Yes
12/1/2009,14.3,21.2,58,2,17.9,Yes,Yes
12/2/2009,13.5,22.6,69,7,17.3,Yes,No
12/3/2009,15.2,22.6,58,1,19.7,No,No
12/4/2009,17.3,24.4,69,0,21.8,No,No
12/5/2009,18.2,23.4,59,7,20.2,No,No
12/6/2009,18.7,25.6,61,5,23.4,No,No
12/7/2009,21.7,28.5,67,1,25.4,No,No
12/8/2009,20.1,27.6,68,7,22.6,No,No
12/9/2009,18.4,24,76,6,19.2,No,No
12/10/2009,19.2,28.8,75,8,23.4,No,No
12/11/2009,19.9,28.8,30,2,24.1,No,No
12/12/2009,16.9,27.1,57,1,22.7,No,No
12/13/2009,20.3,27.4,68,3,23.5,No,No
12/14/2009,20,24.3,72,7,21.3,No,No
12/15/2009,19.1,24.5,59,6,24.3,No,No
12/16/2009,21.7,26.5,74,4,24.1,No,No
12/17/2009,21.5,32,71,0,26,No,Yes
12/18/2009,20.2,21.4,87,8,20.2,Yes,Yes
12/19/2009,16.9,28.9,70,0,21.4,Yes,No
12/20/2009,19.6,22.5,62,8,20.9,No,No
12/21/2009,19.9,24.9,65,4,22.4,No,No
12/22/2009,19.7,29.4,58,3,24.6,No,No
12/26/2009,17.7,20.2,91,8,17.8,Yes,Yes
12/27/2009,17.7,22.9,92,8,20.2,Yes,Yes
12/28/2009,20.1,23.1,97,8,20.6,Yes,Yes
12/29/2009,19.8,26.1,69,4,23,Yes,No
12/30/2009,19.8,25.2,66,5,22.4,No,No
12/31/2009,20.1,24.8,92,8,20.9,No,No
1/1/2010,20.9,29.3,84,8,24.3,No,No
1/2/2010,23.3,30.7,70,7,25.6,No,Yes
1/3/2010,18.9,21.5,80,8,20.1,Yes,No
1/4/2010,18.2,23.9,64,7,21.4,No,No
1/5/2010,18.3,26.1,64,1,23.6,No,No
1/6/2010,21.8,27.6,83,7,22.5,No,No
1/7/2010,20.8,24.9,66,8,21.8,No,No
1/8/2010,20.9,25.6,66,7,22.9,No,No
1/9/2010,20.8,32.4,76,1,24.4,No,No
1/10/2010,24.1,30,65,1,28.3,No,No
1/11/2010,22.1,25.8,64,6,24.2,No,No
1/12/2010,23,30.3,77,7,25,No,No
1/13/2010,23.7,27.7,64,1,27,No,Yes
1/14/2010,19.5,22.9,90,8,19.6,Yes,No
1/15/2010,19,25.1,83,8,21.7,No,No
1/16/2010,21.7,25.9,72,6,23.4,No,No
1/17/2010,20.3,27.3,64,3,24.6,No,No
1/18/2010,16.7,25.7,55,1,21,No,No
1/19/2010,15.6,26.8,39,1,19.8,No,No
1/20/2010,17.4,28.9,41,0,23.2,No,No
1/21/2010,19.5,27.4,74,3,24,No,No
1/22/2010,22.6,32.6,77,3,25,No,No
1/23/2010,25,41.3,28,5,31.9,No,Yes
1/24/2010,18.4,23,92,8,19.5,Yes,No
1/25/2010,19.5,26.1,80,8,22.4,No,No
1/26/2010,22.3,29,83,6,25.1,No,No
1/27/2010,22.9,27.1,78,8,23.4,No,No
1/28/2010,22.2,26.6,80,8,23.7,No,Yes
1/29/2010,19.6,30.2,81,1,22.2,Yes,Yes
1/30/2010,20.5,27.3,82,8,21.6,Yes,No
1/31/2010,21.5,26.6,75,6,25.6,No,No
2/1/2010,22.6,27.7,73,6,25.6,No,No
2/2/2010,22.7,27.7,61,6,25,No,Yes
2/3/2010,21.4,27.3,90,7,22,Yes,Yes
2/4/2010,21.9,27.2,83,7,25.2,Yes,Yes
2/5/2010,23.1,26.5,79,7,25.8,Yes,Yes
2/6/2010,20.5,22.4,95,7,21.6,Yes,Yes
2/7/2010,20.2,25,95,7,21.1,Yes,Yes
2/8/2010,21,27.6,76,8,23.5,Yes,No
2/9/2010,22.8,27.6,83,6,24.3,No,No
2/10/2010,21.7,27.9,72,2,25.6,No,No
2/11/2010,21.4,28.2,71,2,25.3,No,No
2/12/2010,23.9,37.8,71,6,26.9,No,Yes
2/13/2010,21.4,25.5,92,8,22.1,Yes,Yes
2/14/2010,22.1,26.4,91,7,23.5,Yes,Yes
2/15/2010,20.2,30,95,6,21.4,Yes,No
2/16/2010,21.3,26.4,65,7,22.3,No,No
2/17/2010,18.5,25.6,64,3,21.4,No,No
2/18/2010,18.3,25.9,52,5,23.7,No,No
2/19/2010,20.2,25.5,60,5,22.6,No,No
2/20/2010,18.9,27.3,76,1,22.2,No,No
2/21/2010,20.7,29.8,75,1,23.5,No,No
2/22/2010,23.2,35.4,61,0,26.7,No,No
2/23/2010,26,28.6,54,1,28.5,No,No
2/24/2010,21.1,24.1,55,8,22.4,No,No
2/25/2010,20.5,24.6,45,2,23.3,No,No
2/26/2010,18.1,25.1,73,6,20.2,No,No
2/27/2010,18.4,27,79,5,21.9,No,No
2/28/2010,21,26.7,83,7,23.7,No,Yes
3/1/2010,19.2,19.7,68,8,19.4,Yes,Yes
3/2/2010,17.3,23,52,7,19.5,Yes,No
3/3/2010,18.2,24.4,53,3,22.7,No,No
3/4/2010,17.2,25.2,73,7,20.9,No,No
3/5/2010,20.5,25.1,72,7,23.9,No,Yes
3/6/2010,20.9,26.7,90,6,22.4,Yes,No
3/7/2010,22.3,26.4,71,2,25,No,No
3/8/2010,22.6,29.2,72,6,24.8,No,No
3/9/2010,20.8,30,46,1,23.9,No,No
3/10/2010,19.2,20.8,85,8,19.3,No,No
3/11/2010,18.2,24.2,63,2,20.4,No,No
3/12/2010,18.7,24.5,55,2,23.3,No,No
3/13/2010,17.4,24.7,68,2,20.5,No,Yes
3/14/2010,16.2,24.6,87,2,18.7,Yes,No
3/15/2010,18,25.2,78,7,19.7,No,No
3/16/2010,17.4,25.5,82,3,20,No,No
3/17/2010,15.6,26,80,0,18.8,No,No
3/18/2010,17,26.5,77,6,19.8,No,No
3/19/2010,18.2,27.4,82,6,20.1,No,No
3/20/2010,19.8,29,64,3,22.8,No,No
3/21/2010,21.7,30.9,64,6,23.5,No,No
3/22/2010,20.8,25,64,7,22.5,No,No
3/23/2010,18.7,27,74,0,21.6,No,No
3/24/2010,18.7,26,79,7,20.3,No,No
3/25/2010,19.5,25.5,75,6,21.1,No,No
3/26/2010,19.5,29.6,80,0,22.6,No,No
3/27/2010,22.4,26.9,80,6,23,No,No
3/28/2010,20.8,26.4,82,2,23.1,No,No
3/29/2010,22.4,27.5,78,7,23.2,No,Yes
3/30/2010,20.5,21.3,92,8,20.6,Yes,Yes
3/31/2010,18.9,23.1,68,7,21,Yes,No
4/1/2010,16,25.3,68,2,18.4,No,No
4/2/2010,17.2,24.6,74,5,19,No,No
4/3/2010,15.9,24,72,2,18.6,No,Yes
4/4/2010,15.4,22.4,84,6,17.7,Yes,Yes
4/5/2010,15.2,21.5,76,5,19.6,Yes,No
4/6/2010,17,23.3,74,6,21.4,No,Yes
4/7/2010,18.5,25.9,90,8,19.1,Yes,Yes
4/8/2010,19,28.7,77,3,22.2,Yes,Yes
4/9/2010,16.4,25,68,2,20.8,Yes,No
4/10/2010,17.2,27.9,78,6,18.6,No,No
4/11/2010,18.6,27.9,58,5,24.5,No,No
4/12/2010,14.9,24.5,33,1,16.8,No,No
4/13/2010,13.1,22.3,52,1,17.6,No,No
4/14/2010,12.3,25,71,0,15.9,No,No
4/15/2010,14.9,24.9,77,6,17.5,No,No
4/16/2010,16.9,22.3,77,7,18.1,No,No
4/17/2010,15.8,25.3,82,1,19.1,No,No
4/19/2010,17.2,24.9,82,2,20.5,No,No
4/20/2010,17.3,24.8,87,1,20,No,No
4/21/2010,16.7,24.2,95,1,17.6,No,No
4/22/2010,16.7,25.7,81,1,19.3,No,No
4/23/2010,16.6,30.7,68,1,20.2,No,No
4/24/2010,20.2,28.6,57,7,22.8,No,Yes
4/25/2010,17.2,22.8,77,7,17.3,Yes,No
4/26/2010,12.5,21.8,56,1,15.1,No,No
4/27/2010,11.7,20.4,65,6,14.2,No,No
4/28/2010,12.6,24.9,64,0,16,No,No
4/29/2010,13.4,24.6,44,1,18.2,No,No
4/30/2010,14,19.4,79,8,14.4,No,Yes
5/1/2010,14.3,21.7,89,7,15.1,Yes,No
5/2/2010,13.9,26.5,90,2,15.3,No,No
5/3/2010,14.8,23.1,75,4,18,No,No
5/4/2010,16.2,24.8,80,7,19.2,No,No
5/5/2010,15.4,21.1,59,7,18.7,No,Yes
5/6/2010,10.4,22.3,48,1,13.9,Yes,No
5/7/2010,11.3,23.1,62,1,13.5,No,No
5/8/2010,11.1,24.4,65,1,14.1,No,No
5/9/2010,12.3,24.6,68,1,15.3,No,No
5/10/2010,12.7,22.6,78,1,15.7,No,No
5/11/2010,12.8,27,64,1,16.3,No,No
5/12/2010,10.5,18.9,40,1,12.7,No,No
5/13/2010,9,21.9,53,1,12,No,No
5/14/2010,10.6,21.1,60,1,13,No,No
5/15/2010,10.5,21.7,62,1,13.2,No,No
5/16/2010,11,21.6,71,2,12.7,No,No
5/17/2010,12.7,17.9,85,8,13.1,No,Yes
5/18/2010,12.4,15.4,94,8,13,Yes,Yes
5/19/2010,11.7,20,91,7,13,Yes,No
5/20/2010,11.2,19.7,82,6,12.7,No,No
5/21/2010,11.7,19.5,83,3,13.9,No,Yes
5/22/2010,10.8,18.6,92,7,11.3,Yes,Yes
5/23/2010,9.5,14.7,91,7,10.4,Yes,Yes
5/24/2010,10.4,18,86,7,12.1,Yes,No
5/25/2010,12.1,16.9,89,7,14.1,No,Yes
5/26/2010,13.4,17.3,96,8,13.5,Yes,Yes
5/27/2010,13.5,18.7,82,6,15.9,Yes,Yes
5/28/2010,11.7,19.9,92,7,12.9,Yes,Yes
5/29/2010,12.9,17.1,88,7,15.8,Yes,Yes
5/30/2010,11.8,19.1,78,4,13,Yes,Yes
5/31/2010,12.6,20,87,7,16.5,Yes,Yes
6/1/2010,11.7,19.7,80,7,14.5,Yes,No
6/2/2010,11.2,20.1,81,6,12.7,No,Yes
6/3/2010,12.7,18.6,91,7,15.2,Yes,Yes
6/4/2010,15.2,17.7,85,7,17.3,Yes,Yes
6/5/2010,12.5,20.5,80,5,13.5,Yes,No
6/6/2010,9.5,18.5,64,1,11.3,No,Yes
6/7/2010,9.1,15.5,60,2,10.6,Yes,No
6/8/2010,9.1,18.5,78,5,10.6,No,No
6/9/2010,9.5,16.7,71,5,11.1,No,No
6/10/2010,10.3,17.2,48,5,11.3,No,No
6/11/2010,6.2,17.4,64,0,9,No,No
6/12/2010,9,16.7,63,1,11.5,No,No
6/13/2010,6.6,17.9,66,1,8.4,No,No
6/14/2010,6.9,18.3,75,5,8.9,No,No
6/15/2010,8.1,19.3,86,5,10,No,No
6/16/2010,9.1,18.9,89,2,10.6,No,No
6/17/2010,10.6,17.3,67,8,14.2,No,No
6/20/2010,9.5,20.2,71,5,11.3,No,Yes
6/21/2010,10.1,16,95,7,11.5,Yes,Yes
6/23/2010,12.6,15.6,83,7,14.4,Yes,Yes
6/24/2010,11.8,17,96,7,12.2,Yes,No
6/25/2010,12.2,18.4,83,6,13.7,No,No
6/26/2010,13.5,20,78,7,15.2,No,No
6/27/2010,6.7,14.9,72,1,8.1,No,No
6/28/2010,5.5,15.8,68,1,7,No,No
6/29/2010,4.7,14.4,63,0,7,No,No
6/30/2010,4.3,16.1,70,0,6.4,No,No
7/1/2010,6.4,17.1,70,4,8.5,No,No
7/2/2010,7.6,12.1,74,7,9.2,No,No
7/3/2010,7.7,16.3,68,1,9.1,No,No
7/4/2010,7.8,17.8,68,2,8.9,No,No
7/5/2010,8.8,13.5,76,7,9.7,No,Yes
7/6/2010,9.7,17.2,95,6,10.8,Yes,Yes
7/7/2010,9.6,16,83,7,10.3,Yes,Yes
7/9/2010,9.7,15.6,96,6,10.7,Yes,Yes
7/10/2010,8.6,17.6,95,6,9.9,Yes,No
7/11/2010,9.9,19,61,7,16.7,No,No
7/12/2010,10.1,16.9,87,6,11.4,No,No
7/13/2010,11.4,18.6,83,7,14.1,No,No
7/14/2010,13.9,18.1,56,3,14.4,No,No
7/15/2010,10.4,18.2,50,1,11.9,No,No
7/16/2010,7.2,18.2,63,2,9,No,No
7/17/2010,7.1,18.5,71,1,8.6,No,No
7/18/2010,7.3,19.4,81,0,8.9,No,No
7/19/2010,8.7,16.7,67,6,11.1,No,No
7/20/2010,8,16.5,71,1,10.2,No,Yes
7/21/2010,8,15.7,73,7,9.2,Yes,No
7/22/2010,6,14.7,64,1,8.8,No,No
7/23/2010,8,18.2,75,2,9.8,No,Yes
7/24/2010,9.6,18.3,81,7,10.3,Yes,No
7/25/2010,10.2,16.9,83,3,12.5,No,Yes
7/26/2010,9.2,17,90,6,11.9,Yes,Yes
7/27/2010,9.3,16.9,86,6,11.2,Yes,Yes
7/28/2010,11.2,15.2,96,8,12.3,Yes,Yes
7/29/2010,11.4,16.2,93,6,12.8,Yes,Yes
7/30/2010,12,21.1,97,4,12.8,Yes,Yes
7/31/2010,12.8,20.7,96,7,14.5,Yes,No
8/1/2010,9.6,20.9,62,1,13.2,No,No
8/2/2010,9.1,15.7,49,5,11.2,No,Yes
8/3/2010,10.3,17.3,75,7,13.9,Yes,No
8/4/2010,8.3,18.9,75,1,11.2,No,No
8/5/2010,7.1,16.9,57,3,11.1,No,No
8/6/2010,7.6,17,56,1,10.5,No,No
8/7/2010,6.8,16.1,58,1,9.1,No,No
8/8/2010,6.4,17.2,73,3,8.8,No,No
8/9/2010,7.2,17.1,83,2,9.3,No,Yes
8/10/2010,9.3,16.4,93,8,12.2,Yes,Yes
8/11/2010,12.2,18,59,7,12.8,Yes,No
8/12/2010,10.7,16.7,55,2,12.2,No,No
8/13/2010,9.9,18.3,54,1,12.7,No,No
8/14/2010,8.2,21.8,69,0,13,No,No
8/15/2010,12.8,20.1,53,6,15.1,No,No
8/16/2010,12.6,18.8,44,1,14.3,No,No
8/17/2010,7.6,17.6,44,1,10.8,No,No
8/18/2010,6.5,19.9,69,3,9.3,No,Yes
8/19/2010,9.3,24.6,57,1,19.5,Yes,No
8/20/2010,11.3,19.3,45,1,14.3,No,No
8/21/2010,8.8,16.7,44,1,12.8,No,No
8/22/2010,8.4,17.3,58,1,11.4,No,No
8/23/2010,11.2,15,77,7,12.4,No,No
8/24/2010,10.9,19.8,53,1,13.9,No,No
8/25/2010,11.5,18.1,36,1,14.1,No,No
8/26/2010,10.3,18,48,3,13.8,No,No
8/27/2010,10.3,19.2,47,5,14.1,No,No
8/28/2010,9.2,17.5,52,1,12.3,No,No
8/30/2010,10.5,17.6,70,3,14.9,No,No
8/31/2010,11.5,20,71,1,15.8,No,No
9/1/2010,14.9,25.9,53,6,18.2,No,No
9/2/2010,16.6,18.1,77,8,17.8,No,Yes
9/3/2010,13.7,17.6,80,8,15.2,Yes,Yes
9/4/2010,15.2,20.3,90,8,17.6,Yes,No
9/5/2010,16.4,21.3,44,1,18.6,No,No
9/6/2010,11.5,20.4,45,1,15.1,No,No
9/7/2010,10.4,16.8,54,2,14.4,No,No
9/8/2010,8.2,18.3,58,1,13.1,No,No
9/9/2010,9.7,18.4,77,6,13,No,Yes
9/10/2010,11,24.5,82,6,16.2,Yes,No
9/11/2010,11.1,19.9,46,1,15.3,No,No
9/12/2010,9.2,18.9,64,3,13.6,No,No
9/13/2010,13.3,23.9,64,5,16.2,No,No
9/14/2010,13.9,18.1,70,6,17.6,No,Yes
9/16/2010,10.4,21.2,42,5,15.3,No,No
9/17/2010,9.5,19.3,41,2,13.5,No,No
9/18/2010,9.6,23.3,48,1,15,No,No
9/19/2010,11.7,18.1,56,6,15,No,No
9/20/2010,11.1,20.1,66,4,16.8,No,No
9/21/2010,11.6,23.7,82,0,15.3,No,Yes
9/22/2010,13,20.1,75,3,16.6,Yes,No
9/23/2010,15.2,19,69,7,16.6,No,No
9/24/2010,13.7,21.1,67,0,19,No,No
9/25/2010,13.4,26.9,58,4,18.5,No,No
9/26/2010,13.1,22,57,1,19.5,No,No
10/2/2010,12.7,19.6,70,5,18.3,No,Yes
10/3/2010,15,19.7,93,5,15.3,Yes,Yes
10/4/2010,15.3,20.6,83,5,17.9,Yes,Yes
10/14/2010,17.8,28.9,63,5,22.3,Yes,No
10/15/2010,19.5,24.7,66,5,21.5,No,No
10/16/2010,11.7,16.1,34,5,12.9,No,No
10/17/2010,9.9,24,44,5,14.7,No,No
10/20/2010,12.9,20.3,70,3,16.9,No,No
10/21/2010,13.3,21.5,75,2,17.6,No,No
10/22/2010,15.3,23,70,1,19,No,No
10/23/2010,15.8,27.2,59,5,21.4,No,Yes
10/24/2010,14.1,15.7,92,5,14.1,Yes,Yes
10/26/2010,12.9,26.7,73,1,17.8,No,No
10/27/2010,14.8,23.8,76,2,20.2,No,Yes
10/28/2010,16.4,21.4,65,5,18.3,Yes,No
10/29/2010,14.5,22.1,82,7,16.2,No,No
10/30/2010,16.2,24.4,70,5,22,No,No
10/31/2010,19.3,24.7,81,5,20.7,No,Yes
11/1/2010,18.1,20.4,78,8,18.7,Yes,Yes
11/2/2010,11.8,17.9,77,5,13.3,Yes,No
11/3/2010,12,23.9,65,1,17.6,No,No
11/4/2010,14.4,18.1,83,7,14.8,No,Yes
11/5/2010,13.4,19.2,67,7,15.2,Yes,Yes
11/6/2010,13.6,18.8,93,5,14.1,Yes,Yes
11/7/2010,13.4,23.3,77,5,16.6,Yes,No
11/8/2010,16.1,26.3,64,3,23.3,No,Yes
11/9/2010,17.2,23.6,80,7,19.7,Yes,No
11/10/2010,18.2,24.5,87,5,20.9,No,Yes
11/11/2010,19.7,27.2,77,5,20.1,Yes,No
11/14/2010,20.5,30.4,70,5,26.1,No,No
11/15/2010,22.3,23.9,70,5,23.9,No,Yes
11/16/2010,17.4,23.5,82,7,18.8,Yes,No
11/17/2010,17.1,22.3,80,7,17.5,No,No
11/18/2010,16.8,23.4,65,3,22.3,No,No
11/19/2010,16.7,20,71,7,17.4,No,No
11/22/2010,16.5,24,82,6,19.3,No,No
11/24/2010,17.5,24.7,60,2,22.8,No,No
11/25/2010,18.5,26,67,1,22.5,No,No
11/26/2010,18.9,24.1,62,5,23.9,No,No
11/27/2010,18.2,25.8,77,5,22.3,No,No
11/28/2010,19,23.5,73,5,21.7,No,Yes
11/29/2010,16.8,21.5,85,5,18,Yes,Yes
11/30/2010,16.4,21.6,94,8,17.3,Yes,Yes
12/1/2010,17.2,20.1,94,8,18.9,Yes,Yes
12/2/2010,18.5,24.3,91,8,20.1,Yes,No
12/3/2010,19.8,24.4,70,2,23.7,No,No
12/4/2010,19.6,22.7,84,5,20.9,No,Yes
12/6/2010,20.4,25.7,74,5,23.6,No,No
12/7/2010,21,26,73,6,23.5,No,No
12/8/2010,20.8,26.3,67,3,24.8,No,No
12/9/2010,22,30.7,80,7,23.4,No,No
12/10/2010,22.8,29.6,74,8,23.6,No,No
12/11/2010,17.2,26.9,46,5,22.2,No,No
12/12/2010,17.8,30.8,47,5,24.8,No,No
12/13/2010,18.5,26.3,62,2,22.6,No,No
12/15/2010,20,25.6,71,4,24,No,No
12/16/2010,21.7,26.4,72,5,24.7,No,Yes
12/17/2010,18,26.4,75,8,20.5,Yes,No
12/18/2010,19.6,25.5,57,5,20.7,No,No
